Brand,Model,Variant,Engine Type,Displacement,Max Power,Max Torque,Turbo Charger,Transmission Type,Gearbox,Drive Type
Tata,Nexon EV,Empowered LR,,,142bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon EV,Creative 45,,,142bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon,Smart Plus S Diesel,1.5L Turbocharged Revotorq,1497 cc,113.31bhp@3750rpm,260Nm@1500-2750rpm,Yes,Manual,6-Speed,FWD
Tata,Nexon EV,Creative Plus MR,,,127bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon,Smart Plus S CNG,1.2L Turbocharged Revotorq,1199 cc,99bhp@5000rpm,170Nm@2000rpm,Yes,Manual,6-Speed,FWD
Tata,Nexon EV,Empowered Plus 45,,,142bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon EV,Empowered MR,,,127bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon EV,Empowered Plus A 45,,,142bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon EV,Empowered Plus 45 Red Dark,,,142bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon EV,Empowered Plus A 45 Dark,,,142bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon EV,Fearless 45,,,142bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon EV,Fearless Plus MR,,,127bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon EV,Fearless Plus S MR,,,127bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon EV,Empowered Plus A 45 Red Dark,,,142bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Nexon EV,Fearless MR,,,127bhp,215Nm,,Automatic,1-Speed,FWD
Tata,Punch,Accomplished,1.2 l Revotron Engine,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Manual,5-Speed,FWD
Tata,Punch,Accomplished CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3500rpm,No,Manual,5-Speed,FWD
Tata,Punch,Accomplished Plus S,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Manual,5-Speed,FWD
Tata,Punch,Accomplished Plus S AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Automatic,5-Speed,FWD
Tata,Punch,Accomplished AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Automatic,5-Speed,FWD
Tata,Punch,Accomplished Plus S Turbo,1.2 l Turbocharged,1199 cc,118bhp@5500rpm,170Nm@1750-4000rpm,Yes,Manual,6-Speed,FWD
Tata,Punch,Adventure,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Manual,5-Speed,FWD
Tata,Punch,Adventure AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Automatic,5-Speed,FWD
Tata,Punch,Accomplished Plus S CNG AMT,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3500rpm,No,Automatic,5-Speed,FWD
Tata,Punch,Adventure CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3500rpm,No,Manual,5-Speed,FWD
Tata,Punch,Adventure CNG AMT,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3500rpm,No,Automatic,5-Speed,FWD
Tata,Punch,Adventure S,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Manual,5-Speed,FWD
Tata,Punch,Adventure Turbo,1.2 l Turbocharged,1199 cc,118bhp@5500rpm,170Nm@1750-4000rpm,Yes,Manual,6-Speed,FWD
Tata,Punch,Adventure S CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3500rpm,No,Manual,5-Speed,FWD
Tata,Punch,Adventure S CNG AMT,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3500rpm,No,Automatic,5-Speed,FWD
Tata,Punch,Pure,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Manual,5-Speed,FWD
Tata,Punch,Pure CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3500rpm,No,Manual,5-Speed,FWD
Tata,Punch,Pure Plus,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Manual,5-Speed,FWD
Tata,Punch,Pure Plus AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Automatic,5-Speed,FWD
Tata,Punch,Pure Plus CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3500rpm,No,Manual,5-Speed,FWD
Tata,Punch,Pure Plus CNG AMT,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3500rpm,No,Automatic,5-Speed,FWD
Tata,Punch,Pure Plus S,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Manual,5-Speed,FWD
Tata,Punch,Smart,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Manual,5-Speed,FWD
Tata,Punch,Pure Plus S CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3500rpm,No,Manual,5-Speed,FWD
Tata,Punch,Smart CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3500rpm,No,Manual,5-Speed,FWD
Tata,Punch,Pure Plus S AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3250rpm,No,Automatic,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished AMT Dazzle BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Accomplished AMT BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Accomplished AMT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Accomplished BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Accomplished CNG,1.2 l Revotron Engine,1199 cc,72.41bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished Dazzle,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished Dazzle S AMT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Accomplished Dazzle AMT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Accomplished Dazzle S,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished Dazzle BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Accomplished Dazzle S CNG,1.2 l Revotron Engine,1199 cc,72.41bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished Plus,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished Plus Camo,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished Plus AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Accomplished Plus CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished Plus Camo AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Accomplished Plus Camo CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished Plus S CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished Plus S,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished Plus S AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Accomplished Plus S Camo AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-speed AMT,FWD
Tata,Punch 2021-2026,Accomplished Plus S Camo,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-speed,FWD
Tata,Punch 2021-2026,Accomplished Plus S Camo CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished S,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Accomplished S AMT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Adventure,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Adventure AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Adventure AMT BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Adventure BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Adventure AMT Rhythm BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Adventure Plus,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Adventure CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Adventure Plus AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Adventure Plus CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Adventure Plus S,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Adventure Plus S CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Adventure Plus S AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Adventure Rhythm,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Adventure Rhythm AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Adventure Rhythm BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Adventure Rhythm CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Adventure S,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Adventure S AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Adventure S CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Camo Accomplished,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5-Speed,2WD
Tata,Punch 2021-2026,Camo Accomplished AMT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5-Speed AMT,2WD
Tata,Punch 2021-2026,Camo Accomplished AMT BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Camo Accomplished AMT Dazzle,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5-Speed AMT,2WD
Tata,Punch 2021-2026,Camo Accomplished BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Camo Accomplished AMT Dazzle BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Camo Accomplished Dazzle,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,2WD
Tata,Punch 2021-2026,Camo Accomplished Dazzle BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Camo Adventure,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5-Speed,2WD
Tata,Punch 2021-2026,Camo Adventure AMT BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Camo Adventure AMT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5-Speed AMT,2WD
Tata,Punch 2021-2026,Camo Adventure AMT Rhythm,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5-Speed AMT,2WD
Tata,Punch 2021-2026,Camo Adventure AMT Rhythm BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Camo Adventure BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Camo Adventure Rhythm BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Camo Adventure Rhythm,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5-Speed,2WD
Tata,Punch 2021-2026,Creative,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Creative AMT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Creative AMT BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Creative AMT DT BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Creative AMT DT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Creative AMT IRA,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Creative AMT IRA BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Creative AMT IRA DT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Creative AMT IRA DT BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Creative DT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Creative BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Creative DT BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Creative Flagship AMT DT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Creative IRA,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Creative Flagship DT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Creative IRA BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Creative IRA DT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Creative IRA DT BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Creative Kaziranga Edition,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Creative Kaziranga Edition AMT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Creative Plus AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Creative Plus,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Creative Plus Camo,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-speed,FWD
Tata,Punch 2021-2026,Creative Plus Camo AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Creative Plus S AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Creative Plus S,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Creative Plus S Camo,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Creative Plus S Camo AMT,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Creative S AMT DT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5-Speed AMT,FWD
Tata,Punch 2021-2026,Creative S DT,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Kaziranga Edition AMT IRA,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Automatic,5 Speed,
Tata,Punch 2021-2026,Kaziranga Edition IRA,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Pure,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Pure BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch 2021-2026,Pure CNG,1.2 l Revotron,1199 cc,72bhp@6000rpm,103Nm@3250rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Pure Opt,1.2 l Revotron,1199 cc,87bhp@6000rpm,115Nm@3150-3350rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Pure Rhythm,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5-Speed,FWD
Tata,Punch 2021-2026,Pure Rhythm BSVI,1.2 l Revotron Engine,1199 cc,86.63bhp@6000rpm,115Nm@3250+/-100rpm,,Manual,5 Speed,
Tata,Punch EV,Adventure 40kWh,,,127bhp,153.8Nm,,Automatic,Single Speed,FWD
Tata,Punch EV,Empowered 40kWh,,,127bhp,153.8Nm,,Automatic,Single Speed,FWD
Tata,Punch EV,Empowered Plus S 40kWh,,,127bhp,153.8Nm,,Automatic,Single Speed,FWD
Tata,Punch EV,Smart 30kWh,,,87bhp,153.8Nm,,Automatic,Single Speed,FWD
Tata,Punch EV,Smart Plus 30kWh,,,87bhp,153.8Nm,,Automatic,Single Speed,FWD
Tata,Punch EV,Smart Plus 40kWh,,,127bhp,153.8Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Adventure,,,80.46bhp,114Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Adventure LR,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Adventure LR AC FC,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Adventure S,,,80.46bhp,114Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Adventure S LR,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Adventure S LR AC FC,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered,,,80.46bhp,114Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered LR,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered LR AC FC,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered Plus,,,80.46bhp,114Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered Plus LR,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered Plus LR AC FC,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered Plus S,,,80.46bhp,114Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered Plus S LR,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered Plus S LR AC FC,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered S,,,80.46bhp,114Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered S LR,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Empowered S LR AC FC,,,120.69bhp,190Nm,,Automatic,Single Speed,FWD
Tata,Punch EV 2024-2026,Smart,,,80.46bhp,114Nm,,Automatic,Single Speed,FWD
Tata,Tiago EV,XE MR,,,60.34bhp,110Nm,,Automatic,1-Speed,FWD
Tata,Punch EV 2024-2026,Smart Plus,,,80.46bhp,114Nm,,Automatic,Single Speed,FWD
Tata,Tiago EV,XT LR,,,73.75bhp,114Nm,,Automatic,1-Speed,FWD
Tata,Tiago EV,XT MR,,,60.34bhp,110Nm,,Automatic,1-Speed,FWD
Tata,Tiago EV,XZ Plus Tech LUX LR,,,73.75bhp,114Nm,,Automatic,1-Speed,FWD
Tata,Tiago NRG,XZA AMT,1.2L Revotron,1199 cc,84.82bhp@6000rpm,113Nm@3300rpm,,Automatic,5-Speed AMT,FWD
Tata,Tiago NRG,XZ,1.2L Revotron,1199 cc,84.82bhp@6000rpm,113Nm@3300rpm,,Manual,5-Speed,FWD
Tata,Tiago NRG,XZ CNG,1.2 l i-CNG,1199 cc,74.47bhp@6000rpm,96.5Nm@3500rpm,,Manual,5-Speed,FWD
Tata,Tiago NRG,XZA AMT CNG,1.2 l i-CNG,1199 cc,74.47bhp@6000rpm,96.5Nm@3500rpm,,Automatic,5-Speed,FWD
Tata,Tigor,XM,1.2L Revotron,1199 cc,85bhp@6000rpm,113Nm@3300rpm,,Manual,5-Speed,FWD
Tata,Tigor,XT,1.2L Revotron,1199 cc,85bhp@6000rpm,113Nm@3300rpm,,Manual,5-Speed,FWD
Tata,Tigor,XTA AMT,1.2L Revotron,1199 cc,85bhp@6000rpm,113Nm@3300rpm,,Automatic,5-Speed AMT,FWD
Tata,Tigor,XT CNG,1.2L Revotron,1199 cc,74.47bhp@6000rpm,96.5Nm@3500rpm,,Manual,5-Speed,FWD
Tata,Tigor,XZ,1.2L Revotron,1199 cc,85bhp@6000rpm,113Nm@3300rpm,,Manual,5-Speed,FWD
Tata,Tigor,XZA AMT,1.2L Revotron,1199 cc,85bhp@6000rpm,113Nm@3300rpm,,Automatic,5-Speed AMT,FWD
Tata,Tigor,XZA AMT CNG,1.2L Revotron,1199 cc,74.47bhp@6000rpm,96.5Nm@3500rpm,,Automatic,5-Speed AMT,FWD
Tata,Tigor,XZA Plus AMT,1.2L Revotron,1199 cc,85bhp@6000rpm,113Nm@3300rpm,,Automatic,5-Speed AMT,FWD
Tata,Tigor,XZA Plus AMT CNG,1.2L Revotron,1199 cc,74.47bhp@6000rpm,96.5Nm@3500rpm,,Automatic,5-Speed AMT,FWD
Tata,Tigor,XZ CNG,1.2L Revotron,1199 cc,74.47bhp@6000rpm,96.5Nm@3500rpm,,Manual,5-Speed,FWD
Tata,Tigor,XZ Plus,1.2L Revotron,1199 cc,85bhp@6000rpm,113Nm@3300rpm,,Manual,5-Speed,FWD
Tata,Tigor,XZ Plus CNG,1.2L Revotron,1199 cc,74.47bhp@6000rpm,96.5Nm@3500rpm,,Manual,5-Speed,FWD
Tata,Tigor,XZ Plus Lux,1.2L Revotron,1199 cc,85bhp@6000rpm,113Nm@3300rpm,,Manual,5-Speed,FWD
